Tennessee,-0.2,70,25.8,92,26,48
Maryland,-0.4,71,27.2,84,27.6,59
Virginia,-0.7,72,22.4,106,23.1,34
Southern Methodist,-0.7,73,34.2,29,34.9,111
Troy,-0.9,74,23.8,99,24.8,40
Wyoming,-1,75,18.3,122,19.4,15
Minnesota,-1.2,76,21.7,111,23,32
Brigham Young,-1.3,77,21.8,110,23.1,33
Utah State,-1.3,78,26,89,27.4,57
Vanderbilt,-1.4,79,28.3,70,29.8,77
Syracuse,-2,80,30.3,50,32.3,98
Temple,-2.1,81,23.4,100,25.4,43
Miami (OH),-3,82,24.5,98,27.5,58
Army,-3.1,83,28.3,72,31.4,90
Colorado,-3.4,84,27.9,77,31.3,89
North Texas,-3.6,85,32.8,34,36.4,116
Navy,-3.7,86,29.4,57,33.1,105
Middle Tennessee State,-4,87,25.2,95,29.2,72
Western Michigan,-4.1,88,28.7,67,32.7,101
Cincinnati,-4.4,89,26.9,88,31.3,88
Colorado State,-4.7,90,29.5,56,34.2,108
Buffalo,-5.1,91,27.9,78,33,103
Western Kentucky,-6,92,23.3,101,29.3,75
Alabama-Birmingham,-6.4,93,25.2,94,31.6,92
Rutgers,-6.6,94,19.5,118,26.1,50
Massachusetts,-6.8,95,27.3,83,34.1,107
Tulane,-6.9,96,31.5,42,38.4,121
Eastern Michigan,-6.9,97,19.3,120,26.2,51
New Mexico State,-7.3,98,22.6,105,30,79
Southern Mississippi,-7.6,99,21.2,114,28.9,67
Illinois,-7.7,100,21.6,112,29.3,73
Texas-San Antonio,-7.9,101,16.6,128,24.5,39
Georgia Southern,-8.4,102,19.4,119,27.8,62
Kansas,-8.5,103,19.9,116,28.5,64
Nevada-Las Vegas,-8.7,104,28.7,65,37.4,118
Tulsa,-8.9,105,31.2,44,40.1,126
South Alabama,-9.6,106,21.2,113,30.8,84
Nevada,-9.7,107,28.7,66,38.4,122
Louisiana-Monroe,-9.8,108,34.4,27,44.2,128
Bowling Green State,-9.9,109,24.6,97,34.6,110
New Mexico,-10.1,110,22.8,104,32.9,102
Air Force,-10.6,111,28.9,61,39.5,123
Old Dominion,-10.8,112,18.6,121,29.4,76
Georgia State,-10.8,113,20.8,115,31.6,93
Florida International,-10.9,114,25.5,93,36.4,117
Central Michigan,-11.2,115,18.1,124,29.3,74
Oregon State,-11.9,116,25.8,91,37.6,119
Coastal Carolina,-12.2,117,22.9,103,35.1,113
Akron,-12.4,118,15.3,129,27.7,60
Ball State,-12.8,119,22.2,108,35,112
Louisiana,-13.3,120,30.6,49,43.9,127
Liberty,-13.7,121,22.2,109,35.9,115
Kent State,-15.2,122,16.7,127,31.9,94
Charlotte,-15.4,123,17.3,126,32.7,100
Texas State,-16.8,124,17.7,125,34.5,109
Connecticut,-17,125,28.2,74,45.1,130
East Carolina,-17.2,126,27,86,44.2,129
Rice,-17.5,127,22.3,107,39.8,125
San Jose State,-18.8,128,19.6,117,38.3,120
Hawaii,-21.3,129,18.3,123,39.6,124
Texas-El Paso,-21.3,130,14.2,130,35.5,114
FCS, -30, 131, 0, 131, 0, 131
